"titulo","anio","director","ratingIMDB","sentimiento","critico","archivo.texto","url.imdb"
"Mary Reilly",1996,"Stephen Frears",5.8,"N","Michael J. Legeros","cv631_4782.txt","http://www.imdb.com/title/tt0117002/"
"Godzilla",1998,"Roland Emmerich",5.3,"N","David Wilcock","cv537_13516.txt","http://www.imdb.com/title/tt0120685/"
"Shakespeare apasionado",1998,"John Madden",7.2,"N","Tim Voon","cv903_18981.txt","http://www.imdb.com/title/tt0138097/"
"Crepúsculo",1998,"Robert Benton",6.2,"N","Christian Pyle","cv151_17231.txt","http://www.imdb.com/title/tt0119594/"
"Leyenda urbana",1998,"Jamie Blanks",5.5,"N","Ron Small","cv281_24711.txt","http://www.imdb.com/title/tt0146336/"
"Jay and Silent Bob Strike Back",2001,"Kevin Smith",6.9,"N","Eugene Novikov","cv312_29308.txt","http://www.imdb.com/title/tt0261392/"
"Corazón de dragón",1996,"Rob Cohen",6.4,"N","Michael J. Legeros","cv522_5418.txt","http://www.imdb.com/title/tt0116136/"
"El corruptor",1999,"James Foley",6,"N","Nathaniel R. Atcheson","cv878_17204.txt","http://www.imdb.com/title/tt0142192/"
"An Alan Smithee Film: Burn Hollywood Burn",1997,"Arthur Hiller",3.5,"N","Berge Garabedian","cv224_18875.txt","http://www.imdb.com/title/tt0118577/"
"Viaje a las estrellas: Generaciones",1994,"David Carson",6.6,"N","Scott Renshaw","cv540_3092.txt","http://www.imdb.com/title/tt0111280/"
"Kissing a Fool",1998,"Doug Ellin",5.6,"N","Bill Chambers","cv939_11247.txt","http://www.imdb.com/title/tt0120723/"
"Picture Perfect",1997,"Glenn Gordon Caron",5.5,"N","Justin K. Siegel","cv058_8469.txt","http://www.imdb.com/title/tt0119896/"
"La ciudad de los muertos vivientes",1980,"Lucio Fulci",6.3,"N","Mike Watson","cv438_8500.txt","http://www.imdb.com/title/tt0081318/"
"The General's Daughter",1999,"Simon West",6.3,"N","Berge Garabedian","cv677_18938.txt","http://www.imdb.com/title/tt0144214/"
"Major League: Back to the Minors",1998,"John Warren",4.5,"N","James Berardinelli","cv423_12089.txt","http://www.imdb.com/title/tt0120742/"
"RocketMan",1997,"Stuart Gillard",5.9,"N","E. Benjamin Kelsey","cv433_10443.txt","http://www.imdb.com/title/tt0120029/"
"Junior",1994,"Ivan Reitman",4.6,"N","Joe Chamberlain","cv717_17472.txt","http://www.imdb.com/title/tt0110216/"
"8MM",1999,"Joel Schumacher",6.5,"N","David N. Butterworth","cv006_17022.txt","http://www.imdb.com/title/tt0134273/"
"Romeo debe morir",2000,"Andrzej Bartkowiak",6.1,"N","Alex Ioshpe","cv838_25886.txt","http://www.imdb.com/title/tt0165929/"
"Instinto",1999,"Jon Turteltaub",6.6,"N","Eugene Novikov","cv047_18725.txt","http://www.imdb.com/title/tt0128278/"
"El príncipe de Egipto",1998,"Brenda Chapman",7,"N","Ricardo A Lafaurie Jr.","cv206_15893.txt","http://www.imdb.com/title/tt0120794/"
"The Blackout",1997,"Abel Ferrara",5.4,"N","Jeremiah Kipp","cv865_28796.txt","http://www.imdb.com/title/tt0118734/"
"Esfera",1998,"Barry Levinson",6.1,"N","David Wilcock","cv980_11851.txt","http://www.imdb.com/title/tt0120184/"
"Different for Girls",1996,"Richard Spence",6.7,"N","The Flying Inkpot","cv797_7245.txt","http://www.imdb.com/title/tt0116102/"
"Godzilla",1998,"Roland Emmerich",5.3,"N","Josh Schirmer","cv388_12810.txt","http://www.imdb.com/title/tt0120685/"
"Joe",1998,"Ron Underwood",5.6,"N","Bill Chambers","cv701_15880.txt","http://www.imdb.com/title/tt0120751/"
"Terror profundo",1998,"Stephen Sommers",6,"N","Homer Yen","cv158_10914.txt","http://www.imdb.com/title/tt0118956/"
"Hanging Up",2000,"Diane Keaton",4.8,"N","Christian Pyle","cv585_23576.txt","http://www.imdb.com/title/tt0162983/"
"Juegos peligrosos",1999,"Darren Stein",5.5,"N","Tom Ripley","cv351_17029.txt","http://www.imdb.com/title/tt0155776/"
"The Love Letter",1999,"Peter Ho-Sun Chan",5.4,"N","Eugene Novikov","cv384_18536.txt","http://www.imdb.com/title/tt0166252/"
"Trazán y la ciudad perdida",1998,"Carl Schenkel",4,"N","James Kendrick","cv874_12182.txt","http://www.imdb.com/title/tt0120856/"
"Soldier",1998,"Paul W.S. Anderson",6,"N","Michael Redman","cv349_15032.txt","http://www.imdb.com/title/tt0120157/"
"Get Carter",2000,"Stephen Kay",5.1,"N","Homer Yen","cv374_26455.txt","http://www.imdb.com/title/tt0208988/"
"Una tormenta perfecta",2000,"Wolfgang Petersen",6.4,"N","Lars Lindahl","cv317_25111.txt","http://www.imdb.com/title/tt0177971/"
"Terror profundo",1998,"Stephen Sommers",6,"N","Jamie Peck","cv426_10976.txt","http://www.imdb.com/title/tt0118956/"
"La vida sin limites",1999,"Doug Liman",7.3,"N","M. Pierce","cv940_18935.txt","http://www.imdb.com/title/tt0139239/"
"Return to Horror High",1987,"Bill Froehlich",4.2,"N","Dustin Putman","cv879_16585.txt","http://www.imdb.com/title/tt0093854/"
"Nunca hables con extraños",1995,"Peter Hall",5.1,"N","Justin Felix","cv249_12674.txt","http://www.imdb.com/title/tt0113965/"
"Edtv",1999,"Ron Howard",6.1,"N","Adam Godfrey","cv233_17614.txt","http://www.imdb.com/title/tt0131369/"
"Ronin",1998,"John Frankenheimer",7.3,"N","Ryan Davis","cv347_14722.txt","http://www.imdb.com/title/tt0122690/"
"Virus",1999,"John Bruno",4.9,"N","Matt Prigge","cv141_17179.txt","http://www.imdb.com/title/tt0120458/"
"The General's Daughter",1999,"Simon West",6.3,"N","Brian Takeshita","cv489_19046.txt","http://www.imdb.com/title/tt0144214/"
"A Price Above Rubies",1998,"Boaz Yakin",6.6,"N","Michael Dequina","cv901_11934.txt","http://www.imdb.com/title/tt0120793/"
"Mr. Magoo",1997,"Stanley Tong",3.9,"N","James Berardinelli","cv777_10247.txt","http://www.imdb.com/title/tt0119718/"
"Breakdown",1997,"Jonathan Mostow",6.9,"N","David Wilcock","cv387_12391.txt","http://www.imdb.com/title/tt0118771/"
"Universal Soldier: The Return",1999,"Mic Rodgers",4.1,"N","Tim Chandler","cv934_20426.txt","http://www.imdb.com/title/tt0176269/"
"Juanito escarcha",1998,"Troy Miller",5.3,"N","Dustin Putman","cv652_15653.txt","http://www.imdb.com/title/tt0141109/"
"Joe",1998,"Ron Underwood",5.6,"N","Nathaniel R. Atcheson","cv019_16117.txt","http://www.imdb.com/title/tt0120751/"
"Un vecino peligroso",2000,"Jonathan Lynn",6.7,"N","David N. Butterworth","cv613_23104.txt","http://www.imdb.com/title/tt0190138/"
"Godzilla",1998,"Roland Emmerich",5.3,"N","Andrew Hicks","cv772_12971.txt","http://www.imdb.com/title/tt0120685/"
"Battlefield Earth",2000,"Roger Christian",2.4,"N","Max Messier","cv062_24556.txt","http://www.imdb.com/title/tt0185183/"
"Claire of the Moon",1992,"Nicole Conn",5,"N","Serdar Yegulalp","cv280_8651.txt","http://www.imdb.com/title/tt0103977/"
"Batman & Robin",1997,"Joel Schumacher",3.7,"N","Hanson Yoo","cv586_8048.txt","http://www.imdb.com/title/tt0118688/"
"Un crimen perfecto",1998,"Andrew Davis",6.5,"N","James Berardinelli","cv684_12727.txt","http://www.imdb.com/title/tt0120787/"
"Impacto profundo",1998,"Mimi Leder",6.1,"N","Michael Chen","cv902_13217.txt","http://www.imdb.com/title/tt0120647/"
"El abogado del Diablo",1997,"Taylor Hackford",7.5,"N","Homer Yen","cv333_9443.txt","http://www.imdb.com/title/tt0118971/"
"Fantasmas de Marte",2001,"John Carpenter",4.9,"N","Susan Granger","cv128_29444.txt","http://www.imdb.com/title/tt0228333/"
"Jamás besada",1999,"Raja Gosnell",6,"N","Kleszczewski, Nicholas","cv044_18429.txt","http://www.imdb.com/title/tt0151738/"
"El día final",1999,"Peter Hyams",5.7,"N","Shay Casey","cv807_23024.txt","http://www.imdb.com/title/tt0146675/"
"Los vengadores",1998,"Jeremiah S. Chechik",3.7,"N","Nathaniel R. Atcheson","cv138_13903.txt","http://www.imdb.com/title/tt0118661/"
"Huracán",1999,"Norman Jewison",7.6,"N","Eugene Novikov","cv889_22670.txt","http://www.imdb.com/title/tt0174856/"
"Jalla! Jalla!",2000,"Josef Fares",6.8,"N","Mark R. Leeper","cv409_29625.txt","http://www.imdb.com/title/tt0269389/"
"Spawn",1997,"Mark A.Z. Dippé",5.2,"N","E. Benjamin Kelsey","cv422_9632.txt","http://www.imdb.com/title/tt0120177/"
"The Art of War",2000,"Christian Duguay",5.7,"N","Brandon Herring","cv064_25842.txt","http://www.imdb.com/title/tt0160009/"
"The Real Blonde",1997,"Tom DiCillo",6,"N","Michael Dequina","cv651_11120.txt","http://www.imdb.com/title/tt0119987/"
"Terremoto",1974,"Mark Robson",5.8,"N","Ted Prigge","cv561_9484.txt","http://www.imdb.com/title/tt0071455/"
"La isla del Dr. Moreau",1996,"John Frankenheimer",4.4,"N","Jack Choo","cv039_5963.txt","http://www.imdb.com/title/tt0116654/"
"El mundo perdido: Jurassic Park",1997,"Steven Spielberg",6.5,"N","Matt Petras","cv738_10287.txt","http://www.imdb.com/title/tt0119567/"
"Ladybugs",1992,"Sidney J. Furie",5.3,"N","Chad Polenz","cv429_7937.txt","http://www.imdb.com/title/tt0104670/"
"Hope Floats",1998,"Forest Whitaker",5.9,"N","Kleszczewski, Nicholas","cv683_13047.txt","http://www.imdb.com/title/tt0119313/"
"Ready to Rumble",2000,"Brian Robbins",5.3,"N","Joe Soria","cv669_24318.txt","http://www.imdb.com/title/tt0217756/"
"Perdidos en el espacio",1998,"Stephen Hopkins",5.1,"N","Michael Dequina","cv593_11931.txt","http://www.imdb.com/title/tt0120738/"
"Terror profundo",1998,"Stephen Sommers",6,"N","James Berardinelli","cv306_10859.txt","http://www.imdb.com/title/tt0118956/"
"Locos por el juego",1996,"Bobby Farrelly",6.9,"N","Robert Workman","cv430_18662.txt","http://www.imdb.com/title/tt0116778/"
"Battlefield Earth",2000,"Roger Christian",2.4,"N","Chuck Dowling","cv755_24881.txt","http://www.imdb.com/title/tt0185183/"
"Asesinato en la Casa Blanca",1997,"Dwight H. Little",6.1,"N","Andrew Hicks","cv915_9342.txt","http://www.imdb.com/title/tt0119731/"
"Return to Me",2000,"Bonnie Hunt",6.9,"N","Christian Pyle","cv309_23737.txt","http://www.imdb.com/title/tt0122459/"
"Doble traición",2000,"John Frankenheimer",5.7,"N","Sean Molloy","cv300_23302.txt","http://www.imdb.com/title/tt0184858/"
"Love Kills",1998,"Mario Van Peebles",3.8,"N","Chuck Dowling","cv435_24355.txt","http://www.imdb.com/title/tt0123977/"
"Speed 2: Cruise Control",1997,"Jan de Bont",3.8,"N","Monika Huebner","cv297_10104.txt","http://www.imdb.com/title/tt0120179/"
"Fatal Charm",1990,"Fritz Kiersch",4.7,"N","Justin Felix","cv318_11146.txt","http://www.imdb.com/title/tt0104234/"
"Masacre en Texas: la nueva generación",1994,"Kim Henkel",3.2,"N","David Nusair","cv615_15734.txt","http://www.imdb.com/title/tt0110978/"
"Bye Bye Love",1995,"Sam Weisman",6.1,"N","Scott Renshaw","cv841_3367.txt","http://www.imdb.com/title/tt0112606/"
"Causa justa",1995,"Arne Glimcher",6.4,"N","Michael J. Legeros","cv035_3343.txt","http://www.imdb.com/title/tt0113501/"
"Pocahontas",1995,"Mike Gabriel",6.7,"N","William Loguidi","cv120_3793.txt","http://www.imdb.com/title/tt0114148/"
"Chain Reaction",1996,"Andrew Davis",5.6,"N","Michael J. Legeros","cv830_5778.txt","http://www.imdb.com/title/tt0115857/"
"Las aventuras de Jim West",1999,"Barry Sonnenfeld",4.8,"N","Robert Workman","cv348_19207.txt","http://www.imdb.com/title/tt0120891/"
"Total Eclipse",1995,"Agnieszka Holland",6.6,"N","Dennis Schwartz","cv837_27232.txt","http://www.imdb.com/title/tt0114702/"
"The Sculptress",2000,"Ian Merrick",3.7,"N","David N. Butterworth","cv445_26683.txt","http://www.imdb.com/title/tt0237706/"
"Gordy",1995,"Mark Lewis",3.9,"N","Chad Polenz","cv155_7845.txt","http://www.imdb.com/title/tt0113199/"
"Se busca novia",1999,"Gary Sinyor",5,"N","Jamey Hughton","cv327_21743.txt","http://www.imdb.com/title/tt0120596/"
"The Real Blonde",1997,"Tom DiCillo",6,"N","David N. Butterworth","cv624_11601.txt","http://www.imdb.com/title/tt0119987/"
"No más sexo",2001,"Peter Chelsom",4.4,"N","Laura Clifford","cv275_28725.txt","http://www.imdb.com/title/tt0141907/"
"Calígula",1979,"Tinto Brass",5.3,"N","Ted Prigge","cv787_15277.txt","http://www.imdb.com/title/tt0080491/"
"8MM",1999,"Joel Schumacher",6.5,"N","Jamey Hughton","cv572_20053.txt","http://www.imdb.com/title/tt0134273/"
"El protector",1996,"Chuck Russell",6.1,"N","Rebecca Wan","cv719_5581.txt","http://www.imdb.com/title/tt0116213/"
"El vengador anónimo 3",1985,"Michael Winner",5.9,"N","Dragan Antulov","cv872_13710.txt","http://www.imdb.com/title/tt0089003/"
"Ya no puedo esperar",1998,"Harry Elfont",6.5,"N","A. Estey","cv483_18103.txt","http://www.imdb.com/title/tt0127723/"
"Dinero fácil",1997,"Brett Ratner",6.2,"N","Jamie Peck","cv723_9002.txt","http://www.imdb.com/title/tt0119695/"
"Blade Squad",1998,"Ralph Hemecker",3.6,"N","Justin Felix","cv844_13890.txt","http://www.imdb.com/title/tt0154238/"
"Vacaciones en Las Vegas",1997,"Stephen Kessler",5.9,"N","Joe Chamberlain","cv855_22134.txt","http://www.imdb.com/title/tt0120434/"
"La playa",2000,"Danny Boyle",6.6,"N","Homer Yen","cv700_23163.txt","http://www.imdb.com/title/tt0163978/"
"Yat goh ho yan",1997,"Sammo Kam-Bo Hung",6.2,"N","Matt Williams","cv066_11668.txt","http://www.imdb.com/title/tt0117786/"
"Destino final",2000,"James Wong",6.7,"N","Michael Summers","cv477_23530.txt","http://www.imdb.com/title/tt0195714/"
"Jakob the Liar",1999,"Peter Kassovitz",6.5,"N","Eugene Novikov","cv376_20883.txt","http://www.imdb.com/title/tt0120716/"
"Dinero fácil",1997,"Brett Ratner",6.2,"N","E. Benjamin Kelsey","cv119_9909.txt","http://www.imdb.com/title/tt0119695/"
"Extraordinary Visitor",1998,"John W. Doyle",6.5,"N","Mark R. Leeper","cv969_14760.txt","http://www.imdb.com/title/tt0139185/"
"Mi gigante",1998,"Michael Lehmann",4.9,"N","Liz Rizzo","cv564_12011.txt","http://www.imdb.com/title/tt0120765/"
"Life",1999,"Ted Demme",6.7,"N","Bob Bloom","cv899_17812.txt","http://www.imdb.com/title/tt0123964/"
"Criaturas salvajes",1998,"John McNaughton",6.5,"N","James Berardinelli","cv358_11557.txt","http://www.imdb.com/title/tt0120890/"
"Broadway Damage",1997,"Victor Mignatti",6.8,"N","Michael Dequina","cv868_12799.txt","http://www.imdb.com/title/tt0118780/"
"MugShot",1996,"Matt Mahurin",6.8,"N","Dennis Schwartz","cv708_28539.txt","http://www.imdb.com/title/tt0113867/"
"Psycho",1998,"Gus Van Sant",4.6,"N","Ryan Kohler","cv686_15553.txt","http://www.imdb.com/title/tt0155975/"
"Parque jurásico III",2001,"Joe Johnston",5.9,"N","Shannon Patrick Sullivan","cv573_29384.txt","http://www.imdb.com/title/tt0163025/"
"Head Over Heels",2001,"Mark Waters",5.4,"N","Berge Garabedian","cv883_27621.txt","http://www.imdb.com/title/tt0192111/"
"Bestia salvaje",2000,"Jonathan Glazer",7.3,"N","Mark R. Leeper","cv118_28837.txt","http://www.imdb.com/title/tt0203119/"
"Red Corner",1997,"Jon Avnet",6.3,"N","Luke Buckmaster","cv392_12238.txt","http://www.imdb.com/title/tt0119994/"
"Secreto de sangre",1998,"Jonathan Darby",5.3,"N","Matt Williams","cv707_11421.txt","http://www.imdb.com/title/tt0118744/"
"Drive Me Crazy",1999,"John Schultz",5.7,"N","Chuck Dowling","cv018_21672.txt","http://www.imdb.com/title/tt0164114/"
"Ace Ventura: Un loco en África",1995,"Steve Oedekerk",6.3,"N","Peter Wels","cv596_4367.txt","http://www.imdb.com/title/tt0112281/"
"Loser",2000,"Amy Heckerling",5.3,"N","Chad Polenz","cv218_25651.txt","http://www.imdb.com/title/tt0217630/"
"Saving Grace",2000,"Nigel Cole",6.9,"N","Dennis Schwartz","cv097_26081.txt","http://www.imdb.com/title/tt0195234/"
"Tiempo de matar",1996,"Joel Schumacher",7.4,"N","Serdar Yegulalp","cv425_8603.txt","http://www.imdb.com/title/tt0117913/"
"Blade: Cazador de vampiros",1998,"Stephen Norrington",7.1,"N","Bob Bloom","cv763_16486.txt","http://www.imdb.com/title/tt0120611/"
"Inspector Gadget",1999,"David Kellogg",4.1,"N","Eugene Novikov","cv970_19532.txt","http://www.imdb.com/title/tt0141369/"
"Get Carter",2000,"Stephen Kay",5.1,"N","Chad Polenz","cv595_26420.txt","http://www.imdb.com/title/tt0208988/"
"High Art",1998,"Lisa Cholodenko",6.7,"N","Steve Rhodes","cv042_11927.txt","http://www.imdb.com/title/tt0139362/"
"Asalto al tren del dinero",1995,"Joseph Ruben",5.6,"N","Serdar Yegulalp","cv292_7804.txt","http://www.imdb.com/title/tt0113845/"
"Saving Silverman",2001,"Dennis Dugan",5.9,"N","Brandon Herring","cv672_27988.txt","http://www.imdb.com/title/tt0239948/"
"How to Be a Player",1997,"Lionel C. Martin",5.4,"N","Chuck Dowling","cv354_8573.txt","http://www.imdb.com/title/tt0119326/"
"8MM",1999,"Joel Schumacher",6.5,"N","Christian Pyle","cv704_17622.txt","http://www.imdb.com/title/tt0134273/"
"El club de la pelea",1999,"David Fincher",8.8,"N","Nick Amado","cv480_21195.txt","http://www.imdb.com/title/tt0137523/"
"Violencia en la tempestad",1998,"Mikael Salomon",5.8,"N","Steve Rhodes","cv757_10668.txt","http://www.imdb.com/title/tt0120696/"
"Sin embargo es adorable",1997,"Nick Cassavetes",5.9,"N","Ken Varnum","cv545_12848.txt","http://www.imdb.com/title/tt0120112/"
"Garras",1996,"Stephen Hopkins",6.8,"N","Michael J. Legeros","cv289_6239.txt","http://www.imdb.com/title/tt0116409/"
"Coristas",1995,"Paul Verhoeven",4.7,"N","Jeffrey Haber","cv132_5423.txt","http://www.imdb.com/title/tt0114436/"
"Invasión",1997,"Paul Verhoeven",7.2,"N","Serdar Yegulalp","cv038_9781.txt","http://www.imdb.com/title/tt0120201/"
"Misión a Marte",2000,"Brian De Palma",5.6,"N","Scott Hunt","cv710_23745.txt","http://www.imdb.com/title/tt0183523/"
"A Night at the Roxbury",1998,"John Fortenberry",6.2,"N","Homer Yen","cv518_14798.txt","http://www.imdb.com/title/tt0120770/"
"Serendipity",2001,"Peter Chelsom",6.9,"N","Eugene Novikov","cv633_29730.txt","http://www.imdb.com/title/tt0240890/"
"Armageddon",1998,"Michael Bay",6.6,"N","Bill Chambers","cv070_13249.txt","http://www.imdb.com/title/tt0120591/"
"Barb Wire",1996,"David Hogan",3.2,"N","Kelvin Ha","cv961_5578.txt","http://www.imdb.com/title/tt0115624/"
"Wizards",1977,"Ralph Bakshi",6.5,"N","Brian Takeshita","cv338_9183.txt","http://www.imdb.com/title/tt0076929/"
"Original Sin",2001,"Michael Cristofer",6,"N","JoBlo","cv225_29083.txt","http://www.imdb.com/title/tt0218922/"
"Seis días y siete noches",1998,"Ivan Reitman",5.8,"N","Nathaniel R. Atcheson","cv994_13229.txt","http://www.imdb.com/title/tt0120828/"
"Trial and Error",1997,"Jonathan Lynn",5.7,"N","Berge Garabedian","cv546_12723.txt","http://www.imdb.com/title/tt0120373/"
"Austin Powers: El espía seductor",1999,"Jay Roach",6.6,"N","Jason Wallis","cv284_20530.txt","http://www.imdb.com/title/tt0145660/"
"La noche del asesino",1999,"Spike Lee",6.6,"N","Eugene Novikov","cv353_19197.txt","http://www.imdb.com/title/tt0162677/"
"Baby Geniuses",1999,"Bob Clark",2.6,"N","Jamey Hughton","cv188_20687.txt","http://www.imdb.com/title/tt0118665/"
"La maldición",1999,"Jan de Bont",4.9,"N","Brian Matherly","cv873_19937.txt","http://www.imdb.com/title/tt0171363/"
"Dead Man on Campus",1998,"Alan Cohn",6.1,"N","Michael Dequina","cv984_14006.txt","http://www.imdb.com/title/tt0118301/"
"Pesadilla en la calle del infierno",1984,"Wes Craven",7.5,"N","Chuck Dowling","cv805_21128.txt","http://www.imdb.com/title/tt0087800/"
"Leyenda urbana 2",2000,"John Ottman",4.2,"N","Alex Ioshpe","cv553_26965.txt","http://www.imdb.com/title/tt0192731/"
"Revancha",1999,"Brian Helgeland",7.1,"N","Brandon Stahl","cv765_20429.txt","http://www.imdb.com/title/tt0120784/"
"Four Rooms",1995,"Allison Anders",6.8,"N","Ted Prigge","cv122_7891.txt","http://www.imdb.com/title/tt0113101/"
"The Big Hit",1998,"Kirk Wong",6.1,"N","Homer Yen","cv446_12209.txt","http://www.imdb.com/title/tt0120609/"
"Heaven's Prisoners",1996,"Phil Joanou",5.7,"N","Gerald Tan","cv228_5644.txt","http://www.imdb.com/title/tt0116508/"
"Armageddon",1998,"Michael Bay",6.6,"N","Choo Eng Aun, Jack","cv625_13518.txt","http://www.imdb.com/title/tt0120591/"
"Los amos del universo",1987,"Gary Goddard",5.4,"N","Grant Watson","cv742_8279.txt","http://www.imdb.com/title/tt0093507/"
"Esfera",1998,"Barry Levinson",6.1,"N","Mark R. Leeper","cv503_11196.txt","http://www.imdb.com/title/tt0120184/"
"In the Line of Duty: Manhunt in the Dakotas",1991,"Dick Lowry",6.7,"N","Dragan Antulov","cv106_18379.txt","http://www.imdb.com/title/tt0102112/"
"Virus",1999,"John Bruno",4.9,"N","Matt Petras","cv319_16459.txt","http://www.imdb.com/title/tt0120458/"
"The General's Daughter",1999,"Simon West",6.3,"N","Nathaniel R. Atcheson","cv749_18960.txt","http://www.imdb.com/title/tt0144214/"
"Stalked",1994,"Douglas Jackson",5.1,"N","Justin Felix","cv004_12641.txt","http://www.imdb.com/title/tt0111276/"
"Kyûketsuki hantâ D",1985,"Toyoo Ashida",7.2,"N","Brandon Stahl","cv456_20370.txt","http://www.imdb.com/title/tt0090248/"
"Lara Croft: Tomb Raider",2001,"Simon West",5.8,"N","Christian Pyle","cv399_28593.txt","http://www.imdb.com/title/tt0146316/"
"Swordfish: Acceso autorizado",2001,"Dominic Sena",6.5,"N","Bob Bloom","cv220_28906.txt","http://www.imdb.com/title/tt0244244/"
"Evolution",2001,"Ivan Reitman",6.1,"N","Shannon Patrick Sullivan","cv159_29374.txt","http://www.imdb.com/title/tt0251075/"
"El tele-Gurú",1998,"Stephen Herek",4.9,"N","Robert Workman","cv114_19501.txt","http://www.imdb.com/title/tt0120701/"
"Ojos de serpiente",1998,"Brian De Palma",6,"N","David Wilcock","cv084_15183.txt","http://www.imdb.com/title/tt0120832/"
"Lección mortal",1999,"Kevin Williamson",5.2,"N","Berge Garabedian","cv988_20168.txt","http://www.imdb.com/title/tt0133046/"
"Nunca te vayas sin decir te quiero",1998,"Jeroen Krabbé",7.4,"N","Dennis Schwartz","cv273_28961.txt","http://www.imdb.com/title/tt0119512/"
"Ready to Rumble",2000,"Brian Robbins",5.3,"N","Jamey Hughton","cv610_24153.txt","http://www.imdb.com/title/tt0217756/"
"Mumford",1999,"Lawrence Kasdan",6.9,"N","Berge Garabedian","cv628_20758.txt","http://www.imdb.com/title/tt0140397/"
"The Real Blonde",1997,"Tom DiCillo",6,"N","Matt Williams","cv153_11607.txt","http://www.imdb.com/title/tt0119987/"
"Soldier",1998,"Paul W.S. Anderson",6,"N","Arnold Kim","cv724_15265.txt","http://www.imdb.com/title/tt0120157/"
"Tierra de policías",1997,"James Mangold",6.9,"N","David Wilcock","cv922_10185.txt","http://www.imdb.com/title/tt0118887/"
"A Thin Line Between Love and Hate",1996,"Martin Lawrence",5.7,"N","Chris Casino","cv279_19452.txt","http://www.imdb.com/title/tt0117891/"
"Eye of the Beholder",1999,"Stephan Elliott",4.9,"N","Sean P. Molloy","cv244_22935.txt","http://www.imdb.com/title/tt0120662/"
