Localidad,Población total,Viviendas particulares habitadas,Población de 15 años o más analfabeta,Población de 15 años o más sin primaria completa, Viviendas particulares habitadas sin excusado, Viviendas particulares habitadas sin energía eléctrica,Viviendas particulares habitadas sin disponibilidad de agua entubada,Promedio de ocupantes por cuarto en viviendas particulares habitadas,Viviendas particulares habitadas con piso de tierra,Viviendas particulares habitadas que no disponen de refrigerador,Índice de marginación,Grado de marginación,"Índice de marginación escala 
0 a 100",Lugar que ocupa en el contexto nacional,Lugar que ocupa en el contexto  estatal
El Olmo,26,6,5.555555556,47.05882353,50,0,16.66666667,1.44,50,66.66666667,0.131691848,Alto,15.69744563,39389,290
La Peña,11,3,0,50,0,0,0,1.22,0,0,-1.061899957,Medio,6.221846568,96509,1548
La Florida,104,20,3.125,20,0,0,10,1.58,5,25,-1.002814888,Medio,6.690906775,93990,1452
San Patricio,8,3,16.66666667,66.66666667,0,0,0,0.8,0,66.66666667,-0.400230841,Alto,11.47465681,62680,641
El Muerto,20,3,8.333333333,16.66666667,0,33.33333333,66.66666667,2.5,0,66.66666667,-0.112528038,Alto,13.75865071,49178,406
Santa Teresa,20,3,17.64705882,35.29411765,66.66666667,100,100,2.5,66.66666667,100,1.757584781,Muy alto,28.60496518,7294,18
La Sabanilla,33,6,38.88888889,77.77777778,0,0,0,2.2,20,16.66666667,0.205039269,Alto,16.27973076,36771,264
La Lagunita (Lagunita de los Vázquez),58,16,2.272727273,31.81818182,6.25,12.5,0,1.14,31.25,31.25,-0.716490851,Alto,8.963955042,79502,1004
Las Mancuernas,79,24,25,55.55555556,8.333333333,8.333333333,0,1.22,20.83333333,50,-0.148228698,Alto,13.47523294,50725,427
El Monal,64,19,14.28571429,42.5,0,5.263157895,5.263157895,1.39,31.57894737,57.89473684,-0.293201874,Alto,12.32433052,57353,535
El Cedrito,13,4,0,33.33333333,50,100,0,1.3,25,100,0.483241333,Alto,18.4883009,28158,177
Agua Fría,40,8,0,25,75,50,87.5,2.35,100,100,1.32302707,Muy alto,25.1551303,11925,45
Guadalupe Victoria,52,18,18.18181818,59.09090909,5.555555556,0,22.22222222,1.13,38.88888889,100,0.20803032,Alto,16.30347589,36661,261
Las Juanas,29,6,19.04761905,33.33333333,16.66666667,0,100,1.71,0,50,-0.132890707,Alto,13.59699705,50066,415
El Jardín (Cañón de Vacas),28,6,29.41176471,58.82352941,0,0,50,1.65,33.33333333,66.66666667,0.304823942,Alto,17.071894,33438,227
La Vieja,20,4,7.692307692,15.38461538,0,0,100,1.67,50,100,0.08766151,Alto,15.34790081,41019,307
El Calichal,10,4,30,100,0,0,0,0.91,0,50,0.02481957,Alto,14.84901583,43452,326
El Nogalar (La Pita),19,4,45.45454545,72.72727273,75,75,75,1.9,50,100,2.008962711,Muy alto,30.60058586,5223,11
Puerto de Anteojitos,90,24,24.59016393,49.15254237,37.5,12.5,41.66666667,1.41,16.66666667,66.66666667,0.237201038,Alto,16.53505425,35634,252
Guadalupe de los Navarro,50,14,12.12121212,36.36363636,28.57142857,57.14285714,100,1.35,100,100,1.127757695,Muy alto,23.60494011,14653,61
Agua Adentro,8,3,50,66.66666667,33.33333333,100,100,1.6,100,100,2.261695461,Muy alto,32.60696207,3686,4
Los Cuartitos,47,14,5.882352941,50,7.142857143,7.142857143,14.28571429,1.38,0,35.71428571,-0.596666332,Alto,9.915209139,73087,856
La Laguna,12,3,20,60,33.33333333,0,0,1.33,33.33333333,33.33333333,-0.057524802,Alto,14.19530637,46783,374
La Mesa de Alcocer,21,5,0,58.33333333,0,40,0,2.1,0,100,0.114042466,Alto,15.55733201,40037,296
La Nueva Reforma (Buenos Aires),25,6,0,5.555555556,0,0,33.33333333,0.96,0,16.66666667,-1.363798348,Muy bajo,3.82515777,104535,1916
Santa Rita,16,5,36.36363636,45.45454545,0,0,0,0.89,0,0,-0.742788477,Alto,8.755185377,80957,1042
El Yerbaniz,26,6,0,35,0,83.33333333,50,1.63,16.66666667,100,0.299397695,Alto,17.02881651,33590,229
El Callejón de la Cueva,18,6,18.18181818,45.45454545,33.33333333,33.33333333,100,1.38,16.66666667,66.66666667,0.405091195,Alto,17.86788831,30335,193
La Hoya de los Nogales,43,10,0,40.74074074,0,10,60,1.16,10,60,-0.482340834,Alto,10.82280802,66986,726
La Palmita,10,3,50,50,33.33333333,0,0,1.25,0,0,-0.235215696,Alto,12.78466693,54628,484
Vista Hermosa,8,3,14.28571429,42.85714286,0,100,0,1.14,66.66666667,100,0.70858206,Alto,20.27721933,22524,125
Fraccionamiento del Río (Fracción del Río),75,17,18.18181818,36.36363636,11.76470588,23.52941176,76.47058824,2.03,23.52941176,94.11764706,0.444475141,Alto,18.1805467,29253,184
Callejón de los Vázquez,93,24,19.6969697,53.96825397,20.83333333,4.166666667,95.83333333,1.6,33.33333333,54.16666667,0.340823007,Alto,17.35768073,32288,214
Aramberri (Brownsville),26,6,0,33.33333333,0,0,50,1.3,0,0,-1.043628458,Medio,6.366899,95756,1517
Aramberri,36,6,5.882352941,41.17647059,16.66666667,16.66666667,83.33333333,2.25,83.33333333,66.66666667,0.653021668,Alto,19.83614057,23823,134
El Pinalito,38,10,14.28571429,42.85714286,40,60,0,1.27,10,100,0.338258348,Alto,17.33732061,32363,216
Agua de Enmedio (Los Pocitos),31,10,28,72,40,77.77777778,55.55555556,1.19,11.11111111,100,1.072348368,Muy alto,23.16506061,15532,70
San Rafael de los Cortez,25,5,10.52631579,36.84210526,0,0,0,1.79,20,0,-0.766656456,Alto,8.565704016,82243,1091
Puerto Piñones,81,20,11.32075472,45.28301887,0,0,100,1.62,10,55,-0.133652698,Alto,13.59094782,50099,416
Aramberri,15,4,0,25,25,25,100,2.14,25,50,0.040114979,Alto,14.9704419,42833,321
San Rafael de los Cortez (La Cuesta),74,20,12.5,60,0,0,5,1.3,10,30,-0.518377671,Alto,10.53672142,68939,769
El Cuervo Dos,15,4,11.11111111,55.55555556,25,25,66.66666667,1.5,75,75,0.694764102,Alto,20.16752234,22849,128
Jesús María,16,3,14.28571429,50,0,100,100,1.78,66.66666667,100,1.27623402,Muy alto,24.78365307,12532,49
Duraznillos,10,4,37.5,50,0,50,100,1.11,0,100,0.613599214,Alto,19.52317648,24767,147
Cañón de Vacas (Cañón de Arriba),30,8,33.33333333,72.22222222,12.5,0,75,1.76,12.5,87.5,0.651930836,Alto,19.82748075,23848,135
Bustamante,3640,1066,3.733333333,18.9516129,1.407129456,0.562851782,1.317027281,0.97,1.503759399,3.564727955,-1.342493201,Muy bajo,3.994293504,104257,1895
Francisco Villa (La Becerra),21,7,10.52631579,38.88888889,0,0,71.42857143,0.91,0,0,-0.894817322,Medio,7.548269936,88945,1298
San Isidro,9,3,14.28571429,57.14285714,0,100,100,1.8,0,100,0.892378959,Muy alto,21.73633267,18703,101
Cadereyta Jiménez,68111,18637,1.947888212,11.98454467,1.45946236,0.513263818,1.040481223,0.91,1.416399848,5.301282395,-1.441013506,Muy bajo,3.212167733,105375,1957
Las Abras de Abajo,43,13,0,30,0,0,0,1.26,0,0,-1.248571639,Bajo,4.739911114,102547,1793
Las Abras de Arriba,57,17,0,35.71428571,0,0,58.82352941,1.33,0,5.882352941,-0.94786649,Medio,7.127127091,91498,1379
Las Adjuntas (Rancho Viejo),195,54,3.174603175,30.5785124,0,1.851851852,52.83018868,1.25,9.259259259,1.851851852,-0.949189657,Medio,7.116622832,91559,1384
El Alamito,137,39,2.97029703,24.21052632,2.564102564,0,23.07692308,1.13,0,2.564102564,-1.199418552,Bajo,5.130124032,101270,1743
Atongo de Abajo,802,259,3.225806452,27.60942761,0,0,0.772200772,0.78,1.544401544,2.702702703,-1.333588216,Muy bajo,4.06498775,104126,1887
Atongo de Arriba,98,31,5.128205128,51.94805195,3.225806452,0,29.03225806,0.92,3.225806452,6.451612903,-0.886985123,Medio,7.610447624,88563,1283
El Barco,219,70,5.128205128,48.07692308,1.428571429,1.428571429,77.14285714,1.02,1.428571429,7.142857143,-0.752735383,Alto,8.676219611,81479,1063
El Barranquito,350,104,2.904564315,33.75527426,2.884615385,0,25.96153846,1.13,1.923076923,5.769230769,-1.062107148,Medio,6.220201737,96520,1549
El Barranquito,162,49,2.419354839,27.5862069,2.040816327,0,20.40816327,0.92,0,0,-1.257511111,Bajo,4.668943083,102748,1806
Las Barretas,42,14,7.142857143,37.03703704,7.142857143,0,100,1.02,0,7.142857143,-0.748466341,Alto,8.71011037,81245,1052
La Boquilla,61,22,4,48,0,0,22.72727273,0.97,0,4.545454546,-0.999291741,Medio,6.718876083,93853,1447
Casas Viejas (La Florida),156,48,5.217391304,34.82142857,2.083333333,2.083333333,14.58333333,1.04,6.25,10.41666667,-1.017715294,Medio,6.572616531,94649,1479
Casas Viejas,23,7,21.05263158,44.44444444,14.28571429,0,100,1.44,33.33333333,42.85714286,0.100987886,Alto,15.45369527,40526,299
El Castillo,148,52,6.363636364,36.36363636,3.846153846,0,0,0.81,1.960784314,1.923076923,-1.181658498,Bajo,5.271116244,100755,1718
El Castillo,36,12,7.142857143,40,0,0,8.333333333,1.03,25,0,-0.924105658,Medio,7.315757844,90370,1344
La Ceja,67,24,2.173913044,32.60869565,4.166666667,0,100,0.88,4.166666667,8.333333333,-0.873916471,Medio,7.714196079,87909,1262
Los Cerritos,223,60,6.040268456,34.69387755,1.666666667,0,10,1.37,0,6.666666667,-1.014407514,Medio,6.59887609,94487,1473
Cieneguita del Río,61,16,8.510638298,25.58139535,12.5,0,43.75,1.24,0,12.5,-0.902044364,Medio,7.490896423,89317,1312
La Cruz,33,12,14.81481481,51.85185185,0,0,25,0.97,0,16.66666667,-0.74544129,Alto,8.734125419,81082,1047
El Chapotal,16,7,25,75,0,0,100,0.8,0,0,-0.295262465,Alto,12.30797205,57470,538
Chihuahua,89,28,6.060606061,42.85714286,14.28571429,0,3.703703704,1.16,7.407407407,14.28571429,-0.840535501,Medio,7.979198471,86156,1199
La Chueca,169,48,1.801801802,26.60550459,8.333333333,2.083333333,20.83333333,0.99,0,8.333333333,-1.154451452,Bajo,5.487105551,99945,1679
Dolores,80,25,10.44776119,38.70967742,0,0,4,1.13,8,4,-0.975256919,Medio,6.909681958,92729,1425
La Esperanza,253,74,2.777777778,29.37853107,5.405405405,0,1.388888889,1.1,1.388888889,6.756756757,-1.177335466,Bajo,5.305435616,100618,1713
La Esperanza,68,21,2.272727273,35.71428571,4.761904762,4.761904762,28.57142857,1.19,0,4.761904762,-1.004795163,Medio,6.675185915,94069,1454
General Treviño (Escondida),59,20,6.818181818,45.23809524,5,0,65,1,10,5,-0.746169545,Alto,8.728344002,81123,1048
La Haciendita,411,113,3.90070922,31.89964158,2.654867257,1.785714286,99.11504425,1.21,3.539823009,9.734513274,-0.765587496,Alto,8.574190195,82193,1088
Lajitas de Abajo (Las Lajitas),35,12,7.692307692,34.61538462,16.66666667,0,66.66666667,0.88,0,8.333333333,-0.848561691,Medio,7.915480747,86595,1217
La Leona,10,3,0,37.5,33.33333333,0,0,1.67,0,33.33333333,-0.666667494,Alto,9.359489052,76861,941
El Matorral,28,10,4.545454546,28.57142857,10,0,80,1.12,0,10,-0.867730262,Medio,7.763306696,87581,1253
Mexiquito,44,14,8.823529412,47.05882353,0,0,0,0.88,7.142857143,7.142857143,-0.981156052,Medio,6.862850355,92994,1429
Molino Viejo,29,8,12.5,25,0,0,12.5,0.94,0,0,-1.189029539,Bajo,5.212599564,100954,1728
El Nogalito,26,7,0,37.5,0,0,28.57142857,1.63,0,14.28571429,-0.894808937,Medio,7.548336496,88942,1296
El Nogal,171,52,1.298701299,31.69014085,1.923076923,0,71.15384615,0.93,0,0,-1.065434761,Medio,6.193784724,96669,1556
Las Palmas,50,16,7.317073171,56.09756098,0,0,18.75,0.93,6.666666667,6.25,-0.845289157,Medio,7.9414605,86429,1211
Palmitos,670,202,4.928131417,27.23404255,2.475247525,0,20.79207921,0.92,2.475247525,4.455445545,-1.181839833,Bajo,5.269676681,100762,1719
Palmitos (Hacienda Palmitos),478,150,5.769230769,32.5,4,0,8.163265306,1.01,2.040816327,8.666666667,-1.104020166,Bajo,5.887465738,98173,1603
Los Potreros,17,4,0,44.44444444,0,0,100,3.4,0,0,-0.198794228,Alto,13.07380701,53028,467
La Presa (La Presita),82,22,7.8125,54.83870968,0,0,31.81818182,1.17,9.090909091,0,-0.764956691,Alto,8.579197984,82165,1086
La Purísima,185,56,5.925925926,33.58778626,3.571428571,0,85.45454545,1.01,0,5.357142857,-0.878927886,Medio,7.674411823,88154,1268
Rancho Viejo,337,87,5.603448276,27.35426009,2.298850575,0,2.325581395,1.2,2.325581395,6.896551724,-1.142456455,Bajo,5.582330547,99529,1662
El Refugio (El Nopalito),134,41,5.555555556,39.3258427,4.878048781,0,21.95121951,0.98,0,4.878048781,-1.034936547,Medio,6.435901706,95363,1506
El Refugio,262,93,5.140186916,37.14285714,0,1.075268817,37.6344086,0.86,0,4.301075269,-1.069184344,Bajo,6.16401781,96831,1559
Los Rodríguez,10,4,37.5,62.5,0,0,75,0.91,0,25,-0.161746368,Alto,13.36791985,51318,441
Sabarado (Trancas y Sabarado),39,9,0,53.84615385,11.11111111,0,100,2.17,11.11111111,11.11111111,-0.233527671,Alto,12.7980677,54562,482
Salitrillo,43,9,4.761904762,45,0,11.11111111,100,0.94,0,11.11111111,-0.670133347,Alto,9.331974589,77058,945
San Bartolo (Puerto Rico),201,59,2.054794521,25.69444444,3.389830509,0,1.754385965,1.18,1.724137931,10.16949153,-1.188475349,Bajo,5.216999127,100939,1727
San Bartolo,141,46,0.961538462,37.62376238,0,2.173913044,6.52173913,0.99,0,6.52173913,-1.161079914,Bajo,5.434483998,100165,1695
San Diego,21,6,5.882352941,29.41176471,0,0,33.33333333,1.5,0,0,-1.007925509,Medio,6.650334957,94201,1463
San Diego y Molino Viejo,134,37,11.23595506,24.41860465,0,0,35.13513514,1.31,0,2.702702703,-1.020151411,Medio,6.553276861,94746,1483
San Isidro,139,43,2.803738318,33.98058252,6.976744186,0,80.95238095,0.86,0,2.325581395,-0.96808975,Medio,6.966580154,92430,1415
San José,94,32,0,33.8028169,0,0,87.5,0.8,0,6.25,-1.017005569,Medio,6.578250843,94611,1478
San Juan,1478,452,3.597785978,19.3236715,3.097345133,0.222717149,1.5625,0.96,1.336302895,5.309734513,-1.32531562,Muy bajo,4.130661624,104003,1880
San Juan (El Calvario),356,84,6.302521008,29.05982906,0,1.190476191,97.61904762,1.31,16.66666667,4.761904762,-0.699813746,Alto,9.09635002,78604,980
San Juan de los Garza (San Juanito),168,46,0.892857143,23.42342342,6.52173913,0,4.347826087,1.26,8.695652174,0,-1.190460434,Bajo,5.201240081,101001,1730
San Lorenzo,120,37,5.555555556,25.55555556,2.702702703,0,51.35135135,1.03,0,5.405405405,-1.072074342,Bajo,6.141074903,96936,1561
San Lorenzo,280,81,6.21761658,41.14583333,3.703703704,1.234567901,93.82716049,1.08,0,6.172839506,-0.74115199,Alto,8.768177,80849,1038
San Miguel (El Barranco Blanco),116,36,8.510638298,32.60869565,8.333333333,0,13.88888889,1.01,5.555555556,2.777777778,-1.036452724,Medio,6.42386519,95438,1510
San Miguelito,114,38,10,51.11111111,0,5.263157895,13.15789474,1,0,13.15789474,-0.83150669,Medio,8.050875735,85712,1181
San Miguelito,38,13,4.166666667,37.5,0,0,23.07692308,1.03,7.692307692,7.692307692,-1.011310226,Medio,6.623464615,94339,1468
San Rafael,122,36,1.162790698,38.37209302,5.555555556,0,29.41176471,1.34,5.714285714,11.11111111,-0.895702055,Medio,7.541246284,88987,1302
Santa Efigenia,110,36,6.666666667,41.17647059,5.555555556,0,2.777777778,0.84,0,8.333333333,-1.077945289,Bajo,6.094467065,97178,1566
Santa Fe,130,38,11.88118812,48.51485149,5.263157895,0,52.63157895,1.26,7.894736842,7.894736842,-0.614800403,Alto,9.77124771,74046,881
Santa Fe Chihuahua,65,17,6.666666667,27.90697674,0,0,94.11764706,1.23,0,0,-0.890975342,Medio,7.57877036,88749,1291
Santa Isabel,240,66,5.325443787,27.54491018,1.515151515,0,15.15151515,1.15,1.515151515,3.03030303,-1.149949609,Bajo,5.522844446,99786,1673
Santa Isabel y Dolores,507,151,2.864583333,26.48648649,3.311258278,0.662251656,4.026845638,0.92,0.662251656,5.960264901,-1.26344322,Bajo,4.621849692,102883,1815
Santa Rita,26,8,12.5,37.5,0,0,75,2,0,50,-0.271751212,Alto,12.49462146,56321,520
El Saucito (El Sauz),24,10,0,42.10526316,0,0,50,1.33,0,10,-0.888218466,Medio,7.600656446,88608,1285
La Senda,32,9,0,21.05263158,0,0,11.11111111,1.19,0,0,-1.320311578,Bajo,4.170387343,103928,1876
Soledad Herrera (Sabinos),44,12,6.25,19.35483871,0,8.333333333,58.33333333,1.19,16.66666667,16.66666667,-0.839416298,Medio,7.988083515,86102,1195
Soledad Herrera,303,76,7.035175879,26.80412371,7.894736842,1.369863014,79.45205479,1.42,4.054054054,19.73684211,-0.690712707,Alto,9.168600681,78137,969
Tepehuaje,22,11,10,47.36842105,0,0,18.18181818,0.54,9.090909091,0,-1.027563983,Medio,6.494430479,95046,1492
Pueblo Nuevo (Tepehuaje),1253,368,5.032822757,27.69580023,1.086956522,1.086956522,36.95652174,0.95,1.630434783,6.52173913,-1.110361297,Bajo,5.837125233,98413,1612
Los Terreros,46,14,5.882352941,40.625,7.142857143,0,85.71428571,1.28,7.142857143,7.142857143,-0.654444833,Alto,9.456521416,76187,930
El Tesoro,38,14,0,19.23076923,0,0,0,1.41,0,21.42857143,-1.184243637,Bajo,5.250593534,100830,1721
Hacienda las Trancas,146,43,9.900990099,49.49494949,6.976744186,0,51.2195122,1.34,9.756097561,13.95348837,-0.553043818,Alto,10.26151635,70749,808
Trancas y Sabarado,447,131,6.134969325,37.5,3.053435115,0,8.396946565,1.09,2.290076336,9.160305344,-1.028231035,Medio,6.489134937,95080,1493
La Trinidad,172,52,2.479338843,32.23140496,5.769230769,0,90.38461538,1.19,0,5.769230769,-0.855018382,Medio,7.864222842,86926,1230
Valle Hidalgo (El Quemado),340,116,5.668016194,34.56790123,8.620689655,2.586206897,60.34482759,1.15,5.172413793,9.482758621,-0.809043663,Alto,8.229203564,84488,1145
Vaqueros (Estación),160,46,10.47619048,31.73076923,0,0,13.04347826,1.36,15.2173913,6.52173913,-0.886801412,Medio,7.611906051,88557,1281
Villa Vieja,90,10,6.493506494,38.15789474,0,0,40,0.88,0,0,-1.061861087,Medio,6.222155145,96507,1547
La Unión,409,112,5.597014925,33.59375,1.785714286,0,67.88990826,1.02,0.892857143,0.892857143,-0.968086621,Medio,6.966604996,92429,1414
La Unión,148,45,6.666666667,38.46153846,0,0,93.33333333,0.94,2.222222222,4.444444444,-0.826246915,Medio,8.092631647,85424,1173
Pedro C. Morales (San Pedro),54,15,2.702702703,31.42857143,6.666666667,7.142857143,100,1.5,64.28571429,40,-0.044298311,Alto,14.30030787,46242,365
La Barranca,20,5,8.333333333,41.66666667,0,20,20,2.22,20,20,-0.319505282,Alto,12.11551496,58612,556
Los Serrano,12,3,22.22222222,37.5,33.33333333,0,33.33333333,1.2,0,0,-0.611972758,Alto,9.793695611,73886,877
La Estrella,16,4,10,22.22222222,25,0,33.33333333,1.45,0,50,-0.5930333,Alto,9.944050789,72912,852
El Durazno,123,31,11.11111111,45,12.90322581,0,83.87096774,1.56,0,6.451612903,-0.495259617,Alto,10.72024933,67691,740
Providencia,12,3,0,0,0,0,33.33333333,0.92,0,0,-1.530524138,Muy bajo,2.501567299,106062,1998
La Meza,38,13,8,39.13043478,15.38461538,0,0,1.65,0,15.38461538,-0.769187719,Alto,8.545609011,82371,1094
Santa Cruz,8,3,0,40,0,0,66.66666667,0.57,0,0,-1.123593795,Bajo,5.732076048,98910,1636
Las Adjuntas,25,10,9.523809524,60,10,0,100,1.09,44.44444444,30,-0.011113703,Alto,14.5637514,44880,351
Hidalgo (La Presa),17,8,7.692307692,53.84615385,12.5,0,87.5,0.89,12.5,0,-0.577171935,Alto,10.06996983,72075,831
El Tigre,17,4,10,30,0,0,25,1.31,0,25,-0.878103359,Medio,7.680957514,88115,1267
San Rafael (Camino A el Sauz),28,6,13.33333333,33.33333333,0,0,66.66666667,2.33,16.66666667,16.66666667,-0.325990986,Alto,12.06402672,58918,563
Labores Nuevas,15,4,11.11111111,33.33333333,0,25,100,2.5,50,50,0.386644742,Alto,17.72144696,30885,200
La Laguna,13,3,0,0,0,0,0,1.63,0,0,-1.443849116,Muy bajo,3.189656604,105399,1962
La Laguna,9,3,14.28571429,28.57142857,0,0,100,0.9,0,0,-0.860487258,Medio,7.820806925,87215,1241
Lajitas (Lajitas del Durazno),13,4,0,50,0,0,75,1.44,0,0,-0.760154698,Alto,8.617319698,81897,1074
Lajitas de Arriba,40,10,10.34482759,41.37931034,0,0,20,1.29,0,0,-0.934294067,Medio,7.234874845,90873,1365
La Nutria,58,16,9.756097561,40,0,0,12.5,1.21,0,12.5,-0.925626002,Medio,7.303688243,90458,1350
Las Palmas,60,18,4.761904762,41.46341463,5.555555556,0,22.22222222,0.98,0,0,-1.048448036,Medio,6.328637693,95953,1526
Las Palomitas (La Fragua),131,41,5.263157895,30.10752688,7.317073171,34.14634146,100,1.14,17.07317073,39.02439024,-0.284381666,Alto,12.39435174,56940,528
El Mirador (El Ranchero),62,19,2.222222222,28.88888889,10.52631579,0,15.78947368,1.55,5.263157895,15.78947368,-0.908520105,Medio,7.439487288,89627,1318
La Presa (Rancho Vega),14,5,0,11.11111111,0,0,20,1.56,0,20,-1.167687649,Bajo,5.382026997,100347,1702
El Palmerío de los Cordero (Ojos de Agua),10,3,25,62.5,0,0,0,0.91,0,0,-0.710852179,Alto,9.008718913,79192,995
Érika,9,3,0,16.66666667,0,0,100,3,0,33.33333333,-0.380768707,Alto,11.62916137,61685,621
Los Guajes,15,6,9.090909091,54.54545455,16.66666667,0,16.66666667,0.88,0,16.66666667,-0.744802912,Alto,8.73919333,81049,1045
Santa Cecilia,39,9,4,12,0,0,22.22222222,1.7,0,11.11111111,-1.11733189,Bajo,5.781787607,98675,1627
Los Milagros,25,7,11.76470588,52.94117647,0,0,0,1.79,0,14.28571429,-0.643605541,Alto,9.542571595,75598,914
Los Terreros,15,4,0,20,0,0,100,1,0,0,-1.096285498,Bajo,5.948869156,97877,1593
Puerto Paraíso,28,9,4.347826087,43.47826087,22.22222222,0,44.44444444,1.27,0,11.11111111,-0.718624334,Alto,8.947017903,79622,1006
La Presa (Salazar),6,3,0,60,0,0,33.33333333,0.6,0,0,-1.025173638,Medio,6.513406776,94945,1491
El Olvido,42,11,0,36.36363636,0,0,9.090909091,2.1,0,36.36363636,-0.7066684,Alto,9.041932793,78987,988
Las Sabinas,88,25,1.587301587,25.80645161,4,0,40,1.09,0,8,-1.116076339,Bajo,5.791755078,98639,1624
El Mezcal,187,52,9.302325581,50,1.923076923,0,100,1.48,7.843137255,13.46153846,-0.405696239,Alto,11.43126851,62970,650
San Martín,20,6,13.33333333,46.15384615,0,0,100,1.43,0,16.66666667,-0.452901363,Alto,11.05651993,65423,702
Teléfonos de México (Centro Recreativo),13,3,25,50,0,0,100,1.63,0,0,-0.315410339,Alto,12.14802359,58434,554
Los Ébanos,9,4,0,50,50,0,100,1.29,0,0,-0.429713014,Alto,11.2406059,64224,672
San Ramón (El Topetón),6,3,0,0,0,0,0,1.5,0,0,-1.47938107,Muy bajo,2.907578129,105703,1978
La Prietita,9,3,0,0,0,0,66.66666667,1.29,0,0,-1.322010613,Bajo,4.156899171,103959,1878
El Milagro,14,4,27.27272727,36.36363636,0,0,25,1.17,0,25,-0.637740749,Alto,9.589130575,75260,909
Tecampo,67,18,17.30769231,30.76923077,0,0,0,1.2,0,11.11111111,-0.973911995,Medio,6.920358943,92672,1423
San Rafael,93,27,6.060606061,26.15384615,0,0,38.46153846,1.48,0,7.407407407,-0.981988102,Medio,6.856244939,93047,1431
